180.,-0.6390898987502212
180.1,-0.6268034622822611
180.2,-0.6145160944087706
180.3,-0.6022277965257956
180.4,-0.5899385700264261
180.5,-0.5776484163009634
180.6,-0.5653573367369837
180.7,-0.5530653327192638
180.8,-0.540772405629653
180.9,-0.5284785568474
181.,-0.5161837877488722
181.1,-0.5038880997076802
181.2,-0.49159149409473457
181.3,-0.4792939722781604
181.4,-0.4669955356233686
181.5,-0.45469618549297763
181.6,-0.4423959232468775
181.7,-0.4300947502423291
181.8,-0.41779266783374425
181.9,-0.4054896773729908
182.,-0.3931857802090768
182.1,-0.38088097768833507
182.2,-0.36857527115448363
182.3,-0.3562686619485369
182.4,-0.3439611514088874
182.5,-0.3316527408710286
182.6,-0.3193434316680914
182.7,-0.3070332251303931
182.8,-0.29472212258558983
182.9,-0.2824101253588047
183.,-0.27009723477240044
183.1,-0.25778345214616394
183.2,-0.24546877879732065
183.3,-0.23315321604036754
183.4,-0.22083676518722228
183.5,-0.20851942754732988
183.6,-0.19620120442730027
183.7,-0.18388209713145542
183.8,-0.17156210696117213
183.9,-0.1592412352156103
184.,-0.14691948319110537
184.1,-0.13459685218158768
184.2,-0.12227334347828389
184.3,-0.10994895836999774
184.4,-0.09762369814293237
184.5,-0.08529756408077205
184.6,-0.07297055746466441
184.7,-0.06064267957317071
184.8,-0.04831393168239728
184.9,-0.03598431506599553
185.,-0.023653830995002068
185.1,-0.0113224807379666
185.2,0.001009734438987664
185.3,0.01334281327229192
185.4,0.025676754500882026
185.5,0.03801155686605284
185.6,0.05034721911163942
185.7,0.0626837399839637
185.8,0.07502111823180968
185.9,0.08735935260636651
186.,0.09969844186120014
186.1,0.11203838475256234
186.2,0.12437918003888981
186.3,0.1367208264810813
186.4,0.14906332284268942
186.5,0.16140666788930602
186.6,0.17375086038924792
186.7,0.18609589911308788
186.8,0.1984417828338323
186.9,0.21078851032689627
187.,0.22313608037001487
187.1,0.23548449174338515
187.2,0.2478337432294886
187.3,0.2601838336133291
187.4,0.27253476168203505
187.5,0.28488652622533905
187.6,0.2972391260352083
187.7,0.3095925599059157
187.8,0.32194682663415364
187.9,0.33430192501886324
188.,0.3466578538614158
188.1,0.35901461196543494
188.2,0.3713721981369176
188.3,0.38373061118409524
188.4,0.39608984991755136
188.5,0.4084499131501964
188.6,0.420810799697076
188.7,0.43317250837588617
188.8,0.4455350380061347
188.9,0.45789838740999045
189.,0.4702625554116757
189.1,0.4826275408377647
189.2,0.49499334251707694
189.3,0.5073599592807376
189.4,0.5197273899620711
189.5,0.5320956333965334
189.6,0.544464688422071
189.7,0.5568345538786801
189.8,0.5692052286086451
189.9,0.5815767114564174
190.,0.5939490012687649
